,location,total_sqft,bath,price,bhk
1811,others,738,2,42.0,2
1812,others,3000,3,220.0,3
1813,others,2200,4,170.0,4
1814,others,2000,4,164.0,4
1815,others,2210,4,165.0,4
1816,others,611,1,23.25,1
1817,others,1022,2,53.0,2
1819,others,1000,3,90.0,3
1820,others,509,1,47.0,1
1821,others,804,2,52.9,2
1822,others,960,2,82.0,2
1823,others,890,2,77.8,2
1824,others,1000,2,56.0,2
1825,others,854,2,46.97,2
1826,others,957,2,52.63,2
1827,others,940,2,51.7,2
1828,others,874,2,48.07,2
1829,others,856,2,47.08,2
1830,others,978,2,53.79,2
1831,others,996,2,54.78,2
1832,others,1750,2,150.0,2
1833,others,627,1,36.36,1
1834,others,952,2,55.21,2
1835,others,960,2,64.32,2
1836,others,1340,3,138.0,3
1837,others,1175,3,121.0,3
1838,others,1375,3,141.0,3
1839,others,1550,3,159.0,3
1840,others,1555,3,160.0,3
1841,others,1525,3,157.0,3
1842,others,1425,3,146.0,3
1843,others,1560,3,160.0,3
1850,others,997,2,58.7,2
1852,others,920,2,56.0,2
1853,others,771,2,49.34,2
1854,others,709,2,45.37,2
1855,others,1343,2,100.0,2
1856,others,947,2,49.5,2
1857,others,700,2,59.5,2
1858,others,700,2,59.5,2
1859,others,759,2,59.0,2
1860,others,750,2,39.0,2
1861,others,750,2,39.0,2
1862,others,779,2,78.6,2
1863,others,520,1,42.0,1
1864,others,1000,2,82.0,2
1865,others,677,2,37.0,2
1866,others,620,1,35.0,1
1867,others,1385,3,105.0,3
1868,others,1385,3,105.0,3
1870,others,823,2,63.62,2
1871,others,823,2,63.62,2
1872,others,823,2,64.9,2
1873,others,894,2,79.0,2
1874,others,905,2,49.77,2
1875,others,905,2,49.77,2
1877,others,780,2,52.0,2
1880,others,490,1,16.71,1
1882,others,620,1,35.0,1
1884,others,620,1,35.0,1
1887,others,990,1,41.58,1
1888,others,1243,1,72.63,1
1889,others,800,1,36.0,1
1890,others,620,1,35.0,1
1897,others,3485,5,260.0,5
1899,others,420,1,22.0,1
1904,others,900,3,59.0,3
1905,others,818,2,42.5,2
1906,others,818,2,42.5,2
1907,others,818,2,48.5,2
1908,others,922,2,57.5,2
1916,others,1015,2,87.0,2
1918,others,932,2,54.05,2
1919,others,896,2,51.96,2
1920,others,759,2,58.45,2
1921,others,650,1,29.0,1
1922,others,6700,4,430.0,4
1923,others,3700,3,240.0,3
1938,others,1400,3,120.0,3
1939,others,1300,3,110.0,3
1940,others,1065,2,108.0,2
1944,others,1000,2,53.0,2
1946,others,900,1,36.0,1
1947,others,1050,2,54.0,2
1952,others,1126,1,48.0,1
1953,others,954,2,78.0,2
1954,others,804,2,53.0,2
1955,others,509,1,42.0,1
1956,others,1275,3,76.5,3
1957,others,1166,3,69.96,3
1958,others,1000,2,60.0,2
1959,others,700,1,42.0,1
1960,others,829,2,49.74,2
1961,others,1537,3,124.0,3
1962,others,1455,3,117.0,3
1963,others,1530,3,123.0,3
1967,others,690,2,51.06,2
1968,others,1200,3,91.2,3
1969,others,750,2,55.5,2
1970,others,881,2,88.1,2
1971,others,870,2,87.0,2
1976,others,576,1,29.0,1
1978,others,570,1,20.0,1
1980,others,832,2,48.0,2
1981,others,620,1,23.0,1
1985,others,623,1,29.5,1
1999,others,900,2,49.5,2
2002,others,930,2,51.15,2
2003,others,1096,3,65.7,3
2004,others,1020,2,62.0,2
2005,others,700,2,45.0,2
2006,others,800,2,45.0,2
2007,others,1750,4,170.0,4
2015,others,1065,2,108.0,2
2016,others,1065,2,108.0,2
2022,others,800,2,42.0,2
2023,others,1250,3,95.0,3
2024,tambaram west,1800,3,95.0,3
2025,tambaram west,1700,3,90.0,3
2026,tambaram west,1621,3,85.0,3
2027,tambaram west,1180,3,66.08,3
2028,tambaram west,1020,2,57.12,2
2029,tambaram west,930,2,52.08,2
2030,tambaram west,900,2,50.4,2
